,names_to_use,GS,genus,phylum,class,order,family,Life_style,trophicMode
2415,Mycena indigotica,72.89,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,NA,NA
2416,Mycena latifolia,148.77,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,NA,NA
2417,Mycena leptocephala,377.32,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2418,Mycena maculata,104.06,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,NA,NA
2419,Mycena metata,164.11,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2420,Mycena olivaceomarginata,501.23,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2421,Mycena polygramma,132.25,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2422,Mycena pura,96.68,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2423,Mycena rebaudengoi,218.59,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,NA,NA
2424,Mycena rosella,129.49,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2425,Mycena sanguinolenta,132.67,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2426,Mycena vitilis,97.83,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2427,Mycena vulgaris,193.68,Mycena,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,AFree living,Saprotroph
2428,Mycocalicium subtile,24.51,Mycocalicium,Ascomycota,Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,NA,NA
2429,Mycosphaerella cruenta,55.62,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Pathotroph
2430,Mycosphaerella cruenta,55.62,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Pathotroph
2431,Mycosphaerella cruenta,55.62,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Pathotroph
2432,Mycosphaerella musicola,60.44,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Pathotroph
2433,Mycosphaerella nubilosa,28.44,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Patotroph
2434,Mycosphaerella nubilosa,28.44,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Patotroph
2435,Mycosphaerella populi,30.01,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Patotroph
2436,Mycosphaerella populi,30.01,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Facultative association,Patotroph
2437,Mycosphaerella populicola,33.19,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
2438,Mycosphaerella rabiei,36.74,Mycosphaerella,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Plant,Pathotroph
2439,Mycosphaerelloides madeirae,33.72,Mycosphaerelloides,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
2440,Mycosphaerelloides madeirae,33.72,Mycosphaerelloides,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
2441,Mycotypha africana,29.2,Mycotypha,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,NA,NA
2442,Mycotypha indica,33.09,Mycotypha,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,AFree living,Saprotroph
2443,Mycotypha indica,33.09,Mycotypha,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,AFree living,Saprotroph
2444,Myriangium duriaei,25.69,Myriangium,Ascomycota,Dothideomycetes,Myriangiales,Myriangiaceae,NA,NA
2445,Myriosclerotinia curreyana,40.75,Myriosclerotinia,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,NA,NA
2446,Myriosclerotinia duriaeana,44.1,Myriosclerotinia,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,NA,NA
2447,Myriosclerotinia scirpicola,43.98,Myriosclerotinia,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,NA,NA
2448,Myriosclerotinia sulcatula,44.84,Myriosclerotinia,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,NA,NA
2449,Myrothecium inundatum,39.21,Myrothecium,Ascomycota,Sordariomycetes,Hypocreales,Not assigned,NA,NA
2450,Mytilinidion resinicola,47.28,Mytilinidion,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,NA,NA
2451,Mytilinidion rhenanum,43.41,Mytilinidion,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,NA,NA
2452,Myxozyma melibiosi,15.33,Myxozyma,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,NA,NA
2453,Nadsonia fulvescens,15.09,Nadsonia,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,NA,NA
2454,Naganishia adeliensis,19.4,Naganishia,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
2455,Naganishia albida,22.46,Naganishia,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
2456,Naganishia globosa,41.36,Naganishia,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
2457,Naganishia liquefaciens,19.49,Naganishia,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
2458,Naganishia randhawae,20.27,Naganishia,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
2459,Naganishia vishniacii,19.69,Naganishia,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
2460,Nakaseomyces bacillisporus,10.92,Nakaseomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2461,Nakaseomyces delphensis,10.9,Nakaseomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2462,Nakataea oryzae,34.86,Nakataea,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,NA,NA
2463,Nakazawaea holstii,13.54,Nakazawaea,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
2464,Nakazawaea peltata,11.65,Nakazawaea,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
2465,Nakazawaea wickerhamii,10.86,Nakazawaea,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
2466,Nannizziopsis barbatae,31.54,Nannizziopsis,Ascomycota,Eurotiomycetes,Onygenales,Nannizziopsidaceae,NA,NA
2467,Nannizziopsis barbatae,31.54,Nannizziopsis,Ascomycota,Eurotiomycetes,Onygenales,Nannizziopsidaceae,NA,NA
2468,Naohidea sebacea,20.43,Naohidea,Basidiomycota,Cystobasidiomycetes,Naohideales,Naohideaceae,NA,NA
2469,Naumovozyma castellii,11.6,Naumovozyma,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2470,Naumovozyma dairenensis,13.64,Naumovozyma,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2471,Nectria cinnabarina,22.8,Nectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Pathotroph-Saprotroph
2472,Nectria cinnabarina,22.8,Nectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Pathotroph-Saprotroph
2473,Nectria inventa,19.57,Nectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2474,Nectriopsis broomeana,59.47,Nectriopsis,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
2475,Nectriopsis exigua,30.97,Nectriopsis,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
2476,Nectriopsis violacea,32.68,Nectriopsis,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
2477,Nemania abortiva,49.6,Nemania,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
2478,Nemania diffusa,51.52,Nemania,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
2479,Nemania serpens,35.85,Nemania,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Facultative association,Symbiotroph
2480,Nemania serpens,35.85,Nemania,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Facultative association,Symbiotroph
2481,Neoantrodia serialis,66.69,Neoantrodia,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,NA,NA
2482,Neoboletus luridiformis,96.03,Neoboletus,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
2483,Neobulgaria alba,39.59,Neobulgaria,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,NA,NA
2484,Neobulgaria alba,39.59,Neobulgaria,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,NA,NA
2485,Neobulgaria pura,33.82,Neobulgaria,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,NA,NA
2486,Neobulgaria pura,33.82,Neobulgaria,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,NA,NA
2487,Neocallimastix californiae,193.03,Neocallimastix,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,NA,NA
2488,Neocamarosporium betae,45.67,Neocamarosporium,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
2489,Neocosmospora ambrosia,49.04,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2490,Neocosmospora boninensis,61.51,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2491,Neocosmospora euwallaceae,49.41,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2492,Neocosmospora falciformis,48.2,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2493,Neocosmospora haematococca,51.29,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2494,Neocosmospora haematococca,51.29,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2495,Neocosmospora illudens,40.32,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2496,Neocosmospora metavorans,46.94,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2497,Neocosmospora phaseoli,48.31,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2498,Neocosmospora phaseoli,48.31,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2499,Neocosmospora solani,45.9,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2500,Neocosmospora solani,45.9,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2501,Neocosmospora solani,45.9,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2502,Neocosmospora tucumaniae,49.32,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2503,Neocosmospora tucumaniae,49.32,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2504,Neocosmospora virguliformis,49.27,Neocosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2505,Neodasyscypha cerina,32.97,Neodasyscypha,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
2506,Neofabraea vagabunda,32.68,Neofabraea,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2507,Neofabraea vagabunda,32.68,Neofabraea,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2508,Neofabraea vagabunda,32.68,Neofabraea,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2509,Neofusicoccum cordaticola,44.63,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA
2510,Neofusicoccum kwambonambiense,44.19,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Facultative association,Patotroph
2511,Neofusicoccum parvum,42.21,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA
2512,Neofusicoccum ribis,43.15,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Facultative association,Patotroph
2513,Neofusicoccum ribis,43.15,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Facultative association,Patotroph
2514,Neofusicoccum ribis,43.15,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Facultative association,Patotroph
2515,Neofusicoccum ribis,43.15,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Facultative association,Patotroph
2516,Neofusicoccum umdonicola,42.29,Neofusicoccum,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA
2517,Neohortaea acidophila,20.43,Neohortaea,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA
2518,Neolecta irregularis,14.39,Neolecta,Ascomycota,Neolectomycetes,Neolectales,Neolectaceae,NA,NA
2519,Neolentinus lepideus,35.64,Neolentinus,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
2520,Neonectria coccinea,39.59,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2521,Neonectria coccinea,39.59,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2522,Neonectria coccinea,39.59,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2523,Neonectria coccinea,39.59,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2524,Neonectria ditissima,43.115,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Symbiotroph
2525,Neonectria ditissima,43.115,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Symbiotroph
2526,Neonectria ditissima,43.115,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Symbiotroph
2527,Neonectria fuckeliana,41.66,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2528,Neonectria fuckeliana,41.66,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2529,Neonectria fuckeliana,41.66,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Facultative association,Patotroph
2530,Neonectria hederae,43.29,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2531,Neonectria punicea,41.47,Neonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
2532,Neonothopanus nambi,103.54,Neonothopanus,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,NA,NA
2533,Neopestalotiopsis clavispora,50.46,Neopestalotiopsis,Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsidaceae,NA,NA
2534,Neoscytalidium dimidiatum,42.69,Neoscytalidium,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,B_Opportunistic association,Pathotroph
2535,Neottiella rutilans,922.27,Neottiella,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
2536,Neottiella vivida,1425,Neottiella,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
2537,Neurospora africana,36.08,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2538,Neurospora cerealis,39.2,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2539,Neurospora crassa,40.57,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Plant,Pathotroph-Saprotroph
2540,Neurospora discreta,37.9,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2541,Neurospora hispaniola,40.81,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2542,Neurospora pannonica,40.11,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2543,Neurospora sublineolata,35.7,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2544,Neurospora terricola,40.66,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2545,Neurospora tetrasperma,39.11,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2546,Neurospora tetrasperma,39.11,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2547,Neurospora tetraspora,44.11,Neurospora,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
2548,Nia vibrissa,26.36,Nia,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,NA,NA
2549,Niesslia exilis,35.38,Niesslia,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,NA,NA
2550,Nigrograna mackinnonii,51.71,Nigrograna,Ascomycota,Dothideomycetes,Pleosporales,Biatriosporaceae,NA,NA
2551,Nigrospora oryzae,44.63,Nigrospora,Ascomycota,Sordariomycetes,Not assigned,Not assigned,Facultative association,Pathotroph-Symbiotroph
2552,Nigrospora oryzae,44.63,Nigrospora,Ascomycota,Sordariomycetes,Not assigned,Not assigned,Facultative association,Pathotroph-Symbiotroph
2553,Nimbomollisia eriophori,50.92,Nimbomollisia,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2554,Nimbomollisia melatephroides,41.61,Nimbomollisia,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2555,Niptera bispora,53.77,Niptera,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2556,Niptera lacustris,56.24,Niptera,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2557,Niptera lychnidis,127.11,Niptera,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2558,Nitschkia acanthostroma,959.63,Nitschkia,Ascomycota,Sordariomycetes,Coronophorales,Nitschkiaceae,NA,NA
2559,Nitschkia confertula,1053.86,Nitschkia,Ascomycota,Sordariomycetes,Coronophorales,Nitschkiaceae,NA,Pathotroph
2560,Obba rivulosa,34.04,Obba,Basidiomycota,Agaricomycetes,Polyporales,Not assigned,Facultative association,Patotroph
2561,Obba rivulosa,34.04,Obba,Basidiomycota,Agaricomycetes,Polyporales,Not assigned,Facultative association,Patotroph
2562,Obelidium mucronatum,49.46,Obelidium,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,NA,NA
2563,Obtectodiscus aquaticus,53.01,Obtectodiscus,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
2564,Octospora axillaris,191.52,Octospora,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
2565,Octospora bridei,206.15,Octospora,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
2566,Octospora humosa,292.88,Octospora,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
2567,Octospora leucoloma,95.38,Octospora,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
2568,Ogataea angusta,9.235,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2569,Ogataea glucozyma,13.87,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2570,Ogataea henricii,12.6,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2571,Ogataea kodamae,8.67,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2572,Ogataea methanolica,15.09,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2573,Ogataea methylovora,12.85,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2574,Ogataea minuta,9.13,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2575,Ogataea naganishii,12,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2576,Ogataea nitratoaversa,14.34,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2577,Ogataea nonfermentans,10.82,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2578,Ogataea parapolymorpha,8.87,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2579,Ogataea philodendri,8.84,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2580,Ogataea pilisensis,14.33,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2581,Ogataea pini,11.57,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2582,Ogataea polymorpha,9.02,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2583,Ogataea ramenticola,12.99,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2584,Ogataea trehaloabstinens,11.29,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2585,Ogataea trehalophila,14.15,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2586,Ogataea zsoltii,11.71,Ogataea,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
2587,Oidium heveae,62.28,Oidium,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Obligate association,Patotroph
2588,Oliveonia pauxilla,47.73,Oliveonia,Basidiomycota,Agaricomycetes,Auriculariales,Oliveoniaceae,NA,NA
2589,Ombrophila janthina,62.7,Ombrophila,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
2590,Ombrophila longispora,51.3,Ombrophila,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
2591,Omphalotus guepiniformis,32.7,Omphalotus,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,NA,NA
2592,Omphalotus illudens,32.22,Omphalotus,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,NA,NA
2593,Omphalotus olearius,29.03,Omphalotus,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,NA,NA
2594,Onygena corvina,25.48,Onygena,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,NA,NA
2595,Ophiobolus disseminans,41.68,Ophiobolus,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA
2596,Ophioceras dolichostomum,42.98,Ophioceras,Ascomycota,Sordariomycetes,Magnaporthales,Ophioceraceae,NA,NA
2597,Ophiocordyceps australis,23.04,Ophiocordyceps,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
2598,Ophiocordyceps bispora,6.36,Ophiocordyceps,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
2599,Ophiocordyceps sinensis,105.77,Ophiocordyceps,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
2600,Ophiocordyceps unilateralis,23.91,Ophiocordyceps,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,NA,NA
2601,Ophiostoma penicillatum,27.01,Ophiostoma,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
2602,Ophiostoma penicillatum,27.01,Ophiostoma,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
2603,Ophiostoma ulmi,31.5,Ophiostoma,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Plant,Pathotroph
2604,Ophiostoma ulmi,31.5,Ophiostoma,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Plant,Pathotroph
2605,Orbilia auricolor,92.06,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,AFree living,Saprotroph
2606,Orbilia coccinella,56.24,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
2607,Orbilia comma,32.68,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
2608,Orbilia sarraziniana,47.31,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
